loyalty_guest_id,week_ending_date,transaction_date,first_transaction_date,days_from_first_transaction,guest_transaction_count,one_and_done,transaction_hour,time_of_day,day_of_week,message_key,transaction_date_utc,order_discount_amount,menu_item_id,menu_item_name,menu_item_description,plu,product_category_description,department_description,menu_item_status_type_description,flavor_description,flavor_long_name,flavor_short_name,line_item_quantity,line_item_amount,line_item_amount_less_vat,line_item_discount_amount,line_item_description,order_total,order_amount_x,iso_currency_alpha_code,restaurant_id,restaurant_city_name,restaurant_state_name,restaurant_country_name,restaurant_postal_code,restaurant_non_traditional_type_description,rewards_redeemed_amount,restaurant_number,business_date,promotion_id,promotion_name,promotion_description,discount_type_description,coupon_offer_plu,whole_order_dis_fos,whole_order_dis_fosd,line_item_id,is_employee_meal,is_catering_flag,cat,rn,order_amount_y,order_amount_less_vat,order_discount_total,is_pc_3_inch,is_pc_6_inch,is_add_on,is_bottled_beverage,is_cash_card,is_catering,is_chips,is_cookies,is_direct_delivery,is_footlong,is_fountain,is_hot_beverage,is_mdp_add_ons,is_mdp_bottled_drinks,is_mdp_breadsticks_wings,is_mdp_calzone_slice,is_mdp_fountain_drinks,is_mdp_misc,is_mdp_pizza,is_muffin_melt,is_other_beverage,is_other_carrier,is_other_misc,is_pizza,is_returnable_items,is_salad,is_soups
P4XJU3nB,2025-08-31,2025-08-25 17:01:04.0000000,2025-01-28 17:31:59.0000000,209,3,0,17,Afternoon,0,839,2025-08-25 17:01:04.0000000,0,18,Cookies Item 18,cookies description,100018,cookies,Food,Active,Doritos Nacho,Doritos Nacho,Doritos,1,6.46999979019165,5.98999977111816,0,Cookies Item 18,27.2900009155273,25.2600002288818,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-08-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,25.2600002288818,23.3899993896484,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EeoyfUZg,2024-12-29,2024-12-28 14:21:48.0000000,2024-12-28 14:21:48.0000000,0,4,0,14,Lunch,5,840,2024-12-28 14:21:48.0000000,0,19,Mdp Add-Ons Item 19,mdp add-ons description,100019,mdp add-ons,Food,Active,Diet Coke,Diet Coke,DietCoke,2,24.4599990844727,22.6499996185303,0,Mdp Add-Ons Item 19,37.1699981689453,34.4099998474121,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2024-12-28,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,mdp add-ons,1,34.4099998474121,31.8600006103516,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RXVd6MVF,2025-06-29,2025-06-25 18:10:22.0000000,2024-09-29 20:38:59.0000000,269,4,0,18,Dinner,2,841,2025-06-25 18:10:22.0000000,0,63,3 Inch Item 63,3 inch description,100063,3 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,14.0799999237061,13.039999961853,0,3 Inch Item 63,26.1399993896484,24.2000007629395,USD,24,Louisville,Kentucky,USA,40021,Walmart,0,1024,2025-06-25,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,3 inch,1,24.2000007629395,22.4099998474121,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WaAi1Ooe,2025-08-03,2025-07-30 20:56:55.0000000,2025-05-16 10:28:21.0000000,75,3,0,20,Dinner,2,842,2025-07-30 20:56:55.0000000,0,3,"Veggie Delite 6""",Veggie sub,100003,6 inch,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,16.2600002288818,15.0600004196167,0,"Veggie Delite 6""",59.3199996948242,54.9199981689453,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2025-07-30,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,6 inch,1,54.9199981689453,50.8600006103516,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PBr1xiRU,2024-11-17,2024-11-11 12:26:38.0000000,2024-11-11 12:26:38.0000000,0,2,0,12,Lunch,0,843,2024-11-11 12:26:38.0000000,0,48,Hot Beverage Item 48,hot beverage description,100048,hot beverage,Food,Active,Italian Bread,Italian Bread,Italian,1,13.6700000762939,12.6599998474121,0,Hot Beverage Item 48,40.9099998474121,37.8800010681152,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2024-11-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,hot beverage,1,37.8800010681152,35.0800018310547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KErc7eR7,2025-02-02,2025-02-01 12:44:38.0000000,2024-12-01 11:39:58.0000000,62,5,0,12,Lunch,5,844,2025-02-01 12:44:38.0000000,0,76,Bottled Beverage Item 76,bottled beverage description,100076,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,13.25,12.2700004577637,0,Bottled Beverage Item 76,37.3300018310547,34.5699996948242,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-02-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,bottled beverage,1,34.5699996948242,32.0099983215332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1ffBgVVx,2025-06-29,2025-06-24 11:15:17.0000000,2024-10-25 18:08:39.0000000,242,2,0,11,Lunch,1,845,2025-06-24 11:15:17.0000000,0,39,Bottled Beverage Item 39,bottled beverage description,100039,bottled beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,5.3600001335144,4.96000003814697,0,Bottled Beverage Item 39,35.2599983215332,32.6500015258789,USD,10,Houston,Texas,USA,22156,Gas Station,0,1010,2025-06-24,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,1,bottled beverage,1,32.6500015258789,30.2199993133545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tLUKaqPx,2025-08-24,2025-08-23 12:55:04.0000000,2024-12-02 11:27:43.0000000,264,3,0,12,Lunch,5,846,2025-08-23 12:55:04.0000000,0,113,Mdp Misc Item 113,mdp misc description,100113,mdp misc,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,2,7.03999996185303,6.51999998092651,0,Mdp Misc Item 113,29.3500003814697,27.1800003051758,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2025-08-23,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0,mdp misc,1,27.1800003051758,25.1599998474121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
QfkplJek,2025-04-06,2025-04-04 10:42:44.0000000,2024-09-21 10:05:29.0000000,195,2,0,10,Morning,4,847,2025-04-04 10:42:44.0000000,0,14,Sandwich Platter,Catering platter,100014,catering,Food,Active,Italian Bread,Italian Bread,Italian,1,6.78000020980835,6.28000020980835,0,Sandwich Platter,19.9300003051758,18.4500007629395,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-04-04,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,catering,1,18.4500007629395,17.0900001525879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
KR69yz8T,2024-12-29,2024-12-27 19:14:20.0000000,2024-12-27 19:14:20.0000000,0,1,1,19,Dinner,4,848,2024-12-27 19:14:20.0000000,0,28,Soups Item 28,soups description,100028,soups,Food,Active,Multigrain,Multigrain,Multi,1,14.710000038147,13.6199998855591,0,Soups Item 28,37.9599990844727,35.1500015258789,USD,22,Memphis,Tennessee,USA,93886,Hospital,0,1022,2024-12-27,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,soups,1,35.1500015258789,32.5499992370605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Y59YVkQf,2025-08-24,2025-08-20 17:37:42.0000000,2025-04-20 19:35:52.0000000,122,2,0,17,Afternoon,2,849,2025-08-20 17:37:42.0000000,0,13,Soup Cup,Tomato soup,100013,soups,Food,Active,Lemonade,Lemonade,Lemonade,1,10.3699998855591,9.60000038146973,0,Soup Cup,36.5900001525879,33.8800010681152,USD,16,Raleigh,North Carolina,USA,20458,Walmart,2.54999995231628,1016,2025-08-20,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,soups,1,33.8800010681152,31.3700008392334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YgFmMmXq,2025-07-20,2025-07-15 10:51:02.0000000,2025-05-22 17:24:34.0000000,54,2,0,10,Morning,1,850,2025-07-15 10:51:02.0000000,0,61,3 Inch Item 61,3 inch description,100061,3 inch,Food,Active,Baked Lays,Baked Lays,BakedLays,1,11.1599998474121,10.3299999237061,0,3 Inch Item 61,45.2900009155273,41.939998626709,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2025-07-15,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,3 inch,1,41.939998626709,38.8300018310547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
uGf8gk9X,2025-08-17,2025-08-12 15:08:20.0000000,2025-08-12 15:08:20.0000000,0,1,1,15,Afternoon,1,851,2025-08-12 15:08:20.0000000,0,77,Mdp Fountain Drinks Item 77,mdp fountain drinks description,100077,mdp fountain drinks,Food,Active,Diet Coke,Diet Coke,DietCoke,1,5.67999982833862,5.26000022888184,0,Mdp Fountain Drinks Item 77,31.6399993896484,29.2999992370605,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-08-12,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,mdp fountain drinks,1,29.2999992370605,27.1299991607666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
9PSQziMT,2025-06-08,2025-06-03 15:46:43.0000000,2025-06-03 15:46:43.0000000,0,2,0,15,Afternoon,1,852,2025-06-03 15:46:43.0000000,0,12,Pizza Slice,Cheese pizza,100012,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,10.289999961853,9.52999973297119,0,Pizza Slice,34.2000007629395,31.6700000762939,USD,3,Harrisburg,Pennsylvania,USA,81482,Traditional,0,1003,2025-06-03,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,pizza,1,31.6700000762939,29.3299999237061,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PbgzAcJJ,2025-07-06,2025-07-03 17:25:45.0000000,2025-01-05 10:12:14.0000000,179,2,0,17,Afternoon,3,853,2025-07-03 17:25:45.0000000,0,81,Cookies Item 81,cookies description,100081,cookies,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,2,11.3999996185303,10.5600004196167,0,Cookies Item 81,34.0400009155273,31.5200004577637,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2025-07-03,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,31.5200004577637,29.1900005340576,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1HmwTAsk,2024-10-20,2024-10-15 13:12:07.0000000,2024-10-15 13:12:07.0000000,0,1,1,13,Lunch,1,854,2024-10-15 13:12:07.0000000,0,103,Mdp Add-Ons Item 103,mdp add-ons description,100103,mdp add-ons,Food,Active,Multigrain,Multigrain,Multi,2,20.9200000762939,19.3700008392334,0,Mdp Add-Ons Item 103,41.0499992370605,38.0099983215332,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-10-15,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp add-ons,1,38.0099983215332,35.189998626709,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
znD0YmTv,2024-12-22,2024-12-19 17:39:24.0000000,2024-11-24 14:11:52.0000000,25,3,0,17,Afternoon,3,855,2024-12-19 17:39:24.0000000,0,90,Fountain Item 90,fountain description,100090,fountain,Food,Active,Baked Lays,Baked Lays,BakedLays,2,6.03999996185303,5.59000015258789,0,Fountain Item 90,35.1100006103516,32.5099983215332,USD,2,Jersey City,New Jersey,USA,39256,Mall,3.11999988555908,1002,2024-12-19,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,fountain,1,32.5099983215332,30.1000003814697,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
eJ85fvMN,2025-04-13,2025-04-11 18:58:58.0000000,2025-03-07 10:31:43.0000000,35,3,0,18,Dinner,4,856,2025-04-11 18:58:58.0000000,0,70,Mdp Add-Ons Item 70,mdp add-ons description,100070,mdp add-ons,Food,Active,Oatmeal Raisin,Oatmeal Raisin Cookie,Oatmeal,1,9.78999996185303,9.0600004196167,0,Mdp Add-Ons Item 70,37.8199996948242,35.0200004577637,USD,21,Green Bay,Wisconsin,USA,42087,Mall,0,1021,2025-04-11,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp add-ons,1,35.0200004577637,32.4300003051758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
aKHhHayP,2025-04-20,2025-04-19 15:38:52.0000000,2025-04-19 15:38:52.0000000,0,1,1,15,Afternoon,5,857,2025-04-19 15:38:52.0000000,4.34000015258789,38,Hot Beverage Item 38,hot beverage description,100038,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,2,6.11999988555908,5.67000007629395,0,Hot Beverage Item 38,31.2800006866455,28.9599990844727,USD,12,Tacoma,Washington,USA,70217,University,0,1012,2025-04-19,2,15% off $20+,Fifteen percent off orders $20+,Percent Discount,10002,4.34000015258789,0,1,0,0,hot beverage,1,28.9599990844727,26.8199996948242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
NIb6zLKQ,2025-04-13,2025-04-12 20:37:39.0000000,2025-04-12 20:37:39.0000000,0,3,0,20,Dinner,5,858,2025-04-12 20:37:39.0000000,0,16,Mdp Calzone/Slice Item 16,mdp calzone/slice description,100016,mdp calzone/slice,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,6.30000019073486,5.82999992370605,0,Mdp Calzone/Slice Item 16,24.2600002288818,22.4599990844727,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-04-12,5,Reward Redemption,Points redemption,Points Deduction,10005,0,0,1,0,0,mdp calzone/slice,1,22.4599990844727,20.7900009155273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NTsRw6Ri,2025-08-31,2025-08-30 18:08:46.0000000,2025-04-30 11:41:59.0000000,122,3,0,18,Dinner,5,859,2025-08-30 18:08:46.0000000,0,69,Footlong Item 69,footlong description,100069,footlong,Food,Active,SunChips Cheddar,SunChips Harvest Cheddar,SunChips,1,11.9700002670288,11.0799999237061,0,Footlong Item 69,37.4199981689453,34.6500015258789,USD,1,Rochester,New York,USA,24592,Traditional,0,1001,2025-08-30,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,footlong,1,34.6500015258789,32.0800018310547,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cCqw30fC,2025-07-27,2025-07-27 18:17:30.0000000,2024-11-05 18:53:35.0000000,264,2,0,18,Dinner,6,860,2025-07-27 18:17:30.0000000,0,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,9.82999992370605,9.10000038146973,0,Coffee,26.7900009155273,24.8099994659424,USD,14,Scottsdale,Arizona,USA,91070,Walmart,0,1014,2025-07-27,7,Catering 10% off,Catering discount,Percent Discount,10007,0,0,1,0,0,hot beverage,1,24.8099994659424,22.9699993133545,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sUt1LLQF,2025-09-07,2025-09-01 19:30:06.0000000,2024-10-07 17:01:17.0000000,329,6,0,19,Dinner,0,861,2025-09-01 19:30:06.0000000,0,57,Wrap Item 57,wrap description,100057,wrap,Food,Active,Coke,Coca-Cola,Coke,2,26.5400009155273,24.5699996948242,0,Wrap Item 57,50.2299995422363,46.5200004577637,USD,9,Naperville,Illinois,USA,30379,Mall,0,1009,2025-09-01,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,46.5200004577637,43.0699996948242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
cuYdswxB,2024-12-15,2024-12-13 17:31:40.0000000,2024-12-13 17:31:40.0000000,0,2,0,17,Afternoon,4,862,2024-12-13 17:31:40.0000000,0,15,Coffee,Hot coffee,100015,hot beverage,Food,Active,Lemonade,Lemonade,Lemonade,1,9.93000030517578,9.1899995803833,0,Coffee,54.7299995422363,50.6800003051758,USD,7,Baltimore,Maryland,USA,68878,University,0,1007,2024-12-13,NULL,NULL,NULL,NULL,NULL,0,0,1,0,1,hot beverage,1,50.6800003051758,46.9199981689453,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Z2csbuq8,2024-12-22,2024-12-20 20:54:54.0000000,2024-12-20 20:54:54.0000000,0,2,0,20,Dinner,4,863,2024-12-20 20:54:54.0000000,0,102,Mdp Calzone/Slice Item 102,mdp calzone/slice description,100102,mdp calzone/slice,Food,Active,Baked Lays,Baked Lays,BakedLays,1,10.5299997329712,9.75,0,Mdp Calzone/Slice Item 102,27.7199993133545,25.6700000762939,USD,18,Ann Arbor,Michigan,USA,31319,Airport,0,1018,2024-12-20,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp calzone/slice,1,25.6700000762939,23.7700004577637,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
S74xD8Fu,2024-10-13,2024-10-08 15:31:27.0000000,2024-10-08 15:31:27.0000000,0,1,1,15,Afternoon,1,864,2024-10-08 15:31:27.0000000,0,45,Mdp Misc Item 45,mdp misc description,100045,mdp misc,Food,Active,Coke,Coca-Cola,Coke,1,12.6599998474121,11.7200002670288,0,Mdp Misc Item 45,28.0499992370605,25.9799995422363,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-10-08,1,BOGO Footlong,Buy one get one Footlong,BOGO Footlong,10001,0,0,1,0,0,mdp misc,1,25.9799995422363,24.0599994659424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
aTnnrWTZ,2025-07-13,2025-07-08 16:36:07.0000000,2024-10-23 11:29:47.0000000,258,3,0,16,Afternoon,1,865,2025-07-08 16:36:07.0000000,0,12,Pizza Slice,Cheese pizza,100012,pizza,Food,Active,Italian Bread,Italian Bread,Italian,1,8.9399995803833,8.27999973297119,0,Pizza Slice,42.2900009155273,39.1500015258789,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-07-08,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,pizza,1,39.1500015258789,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
DvJXNMET,2025-05-25,2025-05-25 20:38:15.0000000,2025-01-03 19:11:51.0000000,142,2,0,20,Dinner,6,866,2025-05-25 20:38:15.0000000,0,2,"Tuna 6""",Tuna with mayo,100002,6 inch,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,6.69999980926514,6.19999980926514,0,"Tuna 6""",38.3199996948242,35.4799995422363,USD,23,Fort Wayne,Indiana,USA,52504,Walmart,0,1023,2025-05-25,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,6 inch,1,35.4799995422363,32.8499984741211,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zTOAshzb,2024-12-15,2024-12-09 18:48:05.0000000,2024-12-09 18:48:05.0000000,0,3,0,18,Dinner,0,867,2024-12-09 18:48:05.0000000,0,45,Mdp Misc Item 45,mdp misc description,100045,mdp misc,Food,Active,Coke,Coca-Cola,Coke,1,8.72999954223633,8.07999992370605,0,Mdp Misc Item 45,23.3899993896484,21.6499996185303,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2024-12-09,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,21.6499996185303,20.0400009155273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
KAxIRlWE,2025-01-12,2025-01-07 18:06:13.0000000,2024-12-09 19:49:41.0000000,29,2,0,18,Dinner,1,868,2025-01-07 18:06:13.0000000,0,120,Wrap Item 120,wrap description,100120,wrap,Food,Active,Diet Coke,Diet Coke,DietCoke,1,10.7299995422363,9.9399995803833,0,Wrap Item 120,28.4599990844727,26.3500003814697,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-01-07,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,26.3500003814697,24.3999996185303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VzYZ2Is9,2025-03-09,2025-03-04 18:25:27.0000000,2025-03-04 18:25:27.0000000,0,2,0,18,Dinner,1,869,2025-03-04 18:25:27.0000000,0,55,Mdp Misc Item 55,mdp misc description,100055,mdp misc,Food,Active,Lemonade,Lemonade,Lemonade,2,24.4799995422363,22.6700000762939,0,Mdp Misc Item 55,44.7700004577637,41.4500007629395,USD,4,Boston,Massachusetts,USA,13905,Traditional,0,1004,2025-03-04,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,41.4500007629395,38.3899993896484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
uVAlmiYI,2024-11-17,2024-11-12 15:10:28.0000000,2024-11-12 15:10:28.0000000,0,2,0,15,Afternoon,1,870,2024-11-12 15:10:28.0000000,7.09999990463257,100,Mdp Breadsticks/Wings Item 100,mdp breadsticks/wings description,100100,mdp breadsticks/wings,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,2,21.5,19.9099998474121,4.30000019073486,Mdp Breadsticks/Wings Item 100,38.3300018310547,35.4900016784668,USD,5,New Haven,Connecticut,USA,88907,Traditional,0,1005,2024-11-12,4,Employee Meal,Employee meal discount,Percent Discount,10004,7.09999990463257,4.30000019073486,1,0,0,mdp breadsticks/wings,1,35.4900016784668,32.8699989318848,7.09999990463257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
csmcYm4c,2025-07-27,2025-07-22 17:41:25.0000000,2025-02-09 20:01:18.0000000,163,5,0,17,Afternoon,1,871,2025-07-22 17:41:25.0000000,0,78,Cookies Item 78,cookies description,100078,cookies,Food,Active,M&M Cookie,M&M Cookie,MMCookie,1,7.30000019073486,6.76000022888184,0,Cookies Item 78,36.5200004577637,33.8199996948242,USD,16,Raleigh,North Carolina,USA,20458,Walmart,3.35999989509583,1016,2025-07-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,cookies,1,33.8199996948242,31.3199996948242,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YO9FPulT,2025-04-27,2025-04-22 15:14:02.0000000,2024-12-04 19:19:47.0000000,139,3,0,15,Afternoon,1,872,2025-04-22 15:14:02.0000000,0,57,Wrap Item 57,wrap description,100057,wrap,Food,Active,Coke,Coca-Cola,Coke,2,16.6200008392334,15.3900003433228,0,Wrap Item 57,30.1299991607666,27.8899993896484,USD,19,Rochester,Minnesota,USA,44993,Hospital,0,1019,2025-04-22,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,wrap,1,27.8899993896484,25.8299999237061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MPfmCn60,2025-07-27,2025-07-27 19:14:57.0000000,2024-09-15 12:53:34.0000000,315,4,0,19,Dinner,6,873,2025-07-27 19:14:57.0000000,0,113,Mdp Misc Item 113,mdp misc description,100113,mdp misc,Food,Active,Wheat Bread,9-Grain Wheat,Wheat,1,12.8400001525879,11.8900003433228,0,Mdp Misc Item 113,27.9200000762939,25.8500003814697,USD,6,Alexandria,Virginia,USA,95181,Hospital,0,1006,2025-07-27,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,mdp misc,1,25.8500003814697,23.9400005340576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1y0HA9IR,2025-03-09,2025-03-06 10:43:53.0000000,2024-09-27 13:28:17.0000000,160,2,0,10,Morning,3,874,2025-03-06 10:43:53.0000000,0,32,Salad Item 32,salad description,100032,salad,Food,Active,Italian Herbs & Cheese,Italian Herbs & Cheese,IHC,1,6.80000019073486,6.30000019073486,0,Salad Item 32,18.4300003051758,17.0599994659424,USD,15,Atlanta,Georgia,USA,19116,Traditional,0,1015,2025-03-06,NULL,NULL,NULL,NULL,NULL,0,0,1,0,0,salad,1,17.0599994659424,15.8000001907349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
eDA4OKmT,2025-08-10,2025-08-09 10:23:47.0000000,2024-12-09 15:14:26.0000000,243,3,0,10,Morning,5,875,2025-08-09 10:23:47.0000000,0,26,Returnable Items Item 26,returnable items description,100026,returnable items,Food,Active,M&M Cookie,M&M Cookie,MMCookie,2,14.6000003814697,13.5200004577637,0,Returnable Items Item 26,54.1300010681152,50.1199989318848,USD,16,Raleigh,North Carolina,USA,20458,Walmart,0,1016,2025-08-09,3,Free Cookie with Footlong,Free cookie with any footlong,Cookie Promo,10003,0,0,1,0,0,returnable items,1,50.1199989318848,46.4099998474121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
HUrIsbG0,2025-02-02,2025-01-30 19:07:27.0000000,2024-10-04 11:41:41.0000000,118,2,0,19,Dinner,3,876,2025-01-30 19:07:27.0000000,6,65,Muffin Melt Item 65,muffin melt description,100065,muffin melt,Food,Active,Gluten-Free,Gluten-Free,GF,1,13.4399995803833,12.4399995803833,2,Muffin Melt Item 65,33.6399993896484,31.1399993896484,USD,10,Houston,Texas,USA,22156,Gas Station,4.63000011444092,1010,2025-01-30,6,Lunch Combo $2 off,Bundle discount,Bundle Coupon,10006,6,2,1,0,0,muffin melt,1,31.1399993896484,28.8299999237061,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
